q,n,k,reason,detail
2,226,25,no parity-check matrix,construction listed as 'Missing Construction'
2,226,26,no parity-check matrix,construction listed as 'Missing Construction'
2,226,27,no parity-check matrix,construction listed as 'Missing Construction'
2,226,28,no parity-check matrix,construction listed as 'Missing Construction'
2,226,29,no parity-check matrix,construction listed as 'Missing Construction'
2,226,30,no parity-check matrix,construction listed as 'Missing Construction'
2,226,31,no parity-check matrix,construction listed as 'Missing Construction'
2,226,32,no parity-check matrix,construction listed as 'Missing Construction'
2,226,33,no parity-check matrix,construction listed as 'Missing Construction'
2,226,34,no parity-check matrix,construction listed as 'Missing Construction'
2,226,35,no parity-check matrix,construction listed as 'Missing Construction'
2,226,36,no parity-check matrix,construction listed as 'Missing Construction'
2,226,37,no parity-check matrix,construction listed as 'Missing Construction'
2,226,38,no parity-check matrix,construction listed as 'Missing Construction'
2,226,39,no parity-check matrix,construction listed as 'Missing Construction'
2,226,40,no parity-check matrix,construction listed as 'Missing Construction'
2,226,41,no parity-check matrix,construction listed as 'Missing Construction'
2,226,42,no parity-check matrix,construction listed as 'Missing Construction'
2,226,43,no parity-check matrix,construction listed as 'Missing Construction'
2,226,44,no parity-check matrix,construction listed as 'Missing Construction'
2,226,45,no parity-check matrix,construction listed as 'Missing Construction'
2,226,46,no parity-check matrix,construction listed as 'Missing Construction'
2,226,47,no parity-check matrix,construction listed as 'Missing Construction'
2,226,48,no parity-check matrix,construction listed as 'Missing Construction'
2,226,49,no parity-check matrix,construction listed as 'Missing Construction'
2,226,50,no parity-check matrix,construction listed as 'Missing Construction'
2,226,51,no parity-check matrix,construction listed as 'Missing Construction'
2,226,52,no parity-check matrix,construction listed as 'Missing Construction'
2,226,53,no parity-check matrix,construction listed as 'Missing Construction'
2,226,54,no parity-check matrix,construction listed as 'Missing Construction'
2,226,55,no parity-check matrix,construction listed as 'Missing Construction'
2,226,56,no parity-check matrix,construction listed as 'Missing Construction'
2,226,57,no parity-check matrix,construction listed as 'Missing Construction'
2,226,58,no parity-check matrix,construction listed as 'Missing Construction'
2,226,59,no parity-check matrix,construction listed as 'Missing Construction'
2,226,60,no parity-check matrix,construction listed as 'Missing Construction'
2,226,61,no parity-check matrix,construction listed as 'Missing Construction'
2,226,62,no parity-check matrix,construction listed as 'Missing Construction'
2,226,63,no parity-check matrix,construction listed as 'Missing Construction'
2,226,64,no parity-check matrix,construction listed as 'Missing Construction'
2,226,65,no parity-check matrix,construction listed as 'Missing Construction'
2,226,66,no parity-check matrix,construction listed as 'Missing Construction'
2,226,67,no parity-check matrix,construction listed as 'Missing Construction'
2,226,68,no parity-check matrix,construction listed as 'Missing Construction'
2,226,69,no parity-check matrix,construction listed as 'Missing Construction'
2,226,70,no parity-check matrix,construction listed as 'Missing Construction'
2,226,71,no parity-check matrix,construction listed as 'Missing Construction'
2,226,72,no parity-check matrix,construction listed as 'Missing Construction'
2,226,73,no parity-check matrix,construction listed as 'Missing Construction'
2,226,74,no parity-check matrix,construction listed as 'Missing Construction'
2,226,75,no parity-check matrix,construction listed as 'Missing Construction'
2,226,76,no parity-check matrix,construction listed as 'Missing Construction'
2,226,77,no parity-check matrix,construction listed as 'Missing Construction'
2,226,78,no parity-check matrix,construction listed as 'Missing Construction'
2,226,79,no parity-check matrix,construction listed as 'Missing Construction'
2,226,80,no parity-check matrix,construction listed as 'Missing Construction'
2,226,81,no parity-check matrix,construction listed as 'Missing Construction'
2,226,82,no parity-check matrix,construction listed as 'Missing Construction'
2,226,83,no parity-check matrix,construction listed as 'Missing Construction'
2,226,84,no parity-check matrix,construction listed as 'Missing Construction'
2,226,85,no parity-check matrix,construction listed as 'Missing Construction'
2,226,86,no parity-check matrix,construction listed as 'Missing Construction'
2,226,87,no parity-check matrix,construction listed as 'Missing Construction'
2,226,88,no parity-check matrix,construction listed as 'Missing Construction'
2,226,89,no parity-check matrix,construction listed as 'Missing Construction'
2,226,90,no parity-check matrix,construction listed as 'Missing Construction'
2,226,91,no parity-check matrix,construction listed as 'Missing Construction'
2,226,92,no parity-check matrix,construction listed as 'Missing Construction'
2,226,93,no parity-check matrix,construction listed as 'Missing Construction'
2,226,94,no parity-check matrix,construction listed as 'Missing Construction'
2,226,95,no parity-check matrix,construction listed as 'Missing Construction'
2,226,96,no parity-check matrix,construction listed as 'Missing Construction'
2,226,97,no parity-check matrix,construction listed as 'Missing Construction'
2,226,98,no parity-check matrix,construction listed as 'Missing Construction'
2,226,99,no parity-check matrix,construction listed as 'Missing Construction'
2,226,100,no parity-check matrix,construction listed as 'Missing Construction'
2,226,101,no parity-check matrix,construction listed as 'Missing Construction'
2,226,102,no parity-check matrix,construction listed as 'Missing Construction'
2,226,103,no parity-check matrix,construction listed as 'Missing Construction'
2,226,104,no parity-check matrix,construction listed as 'Missing Construction'
2,226,105,no parity-check matrix,construction listed as 'Missing Construction'
2,226,106,no parity-check matrix,construction listed as 'Missing Construction'
2,226,107,no parity-check matrix,construction listed as 'Missing Construction'
2,226,108,no parity-check matrix,construction listed as 'Missing Construction'
2,226,109,no parity-check matrix,construction listed as 'Missing Construction'
2,226,110,no parity-check matrix,construction listed as 'Missing Construction'
2,226,111,no parity-check matrix,construction listed as 'Missing Construction'
2,226,112,no parity-check matrix,construction listed as 'Missing Construction'
2,226,113,no parity-check matrix,construction listed as 'Missing Construction'
2,226,114,no parity-check matrix,construction listed as 'Missing Construction'
2,226,115,no parity-check matrix,construction listed as 'Missing Construction'
2,226,116,no parity-check matrix,construction listed as 'Missing Construction'
2,226,117,no parity-check matrix,construction listed as 'Missing Construction'
2,226,118,no parity-check matrix,construction listed as 'Missing Construction'
2,226,119,no parity-check matrix,construction listed as 'Missing Construction'
2,226,120,no parity-check matrix,construction listed as 'Missing Construction'
2,226,121,no parity-check matrix,construction listed as 'Missing Construction'
2,226,122,no parity-check matrix,construction listed as 'Missing Construction'
2,226,123,no parity-check matrix,construction listed as 'Missing Construction'
2,226,124,no parity-check matrix,construction listed as 'Missing Construction'
2,226,125,no parity-check matrix,construction listed as 'Missing Construction'
2,226,126,no parity-check matrix,construction listed as 'Missing Construction'
2,226,127,no parity-check matrix,construction listed as 'Missing Construction'
