q,n,k,reason,detail
7,72,72,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,73,0,no parity-check matrix,construction listed as 'Missing Construction'
7,73,1,no parity-check matrix,construction listed as 'Missing Construction'
7,73,2,no parity-check matrix,construction listed as 'Missing Construction'
7,73,3,no parity-check matrix,construction listed as 'Missing Construction'
7,73,4,no parity-check matrix,construction listed as 'Missing Construction'
7,73,5,no parity-check matrix,construction listed as 'Missing Construction'
7,73,6,no parity-check matrix,construction listed as 'Missing Construction'
7,73,7,no parity-check matrix,construction listed as 'Missing Construction'
7,73,8,no parity-check matrix,construction listed as 'Missing Construction'
7,73,9,no parity-check matrix,construction listed as 'Missing Construction'
7,73,10,no parity-check matrix,construction listed as 'Missing Construction'
7,73,11,no parity-check matrix,construction listed as 'Missing Construction'
7,73,12,no parity-check matrix,construction listed as 'Missing Construction'
7,73,13,no parity-check matrix,construction listed as 'Missing Construction'
7,73,14,no parity-check matrix,construction listed as 'Missing Construction'
7,73,15,no parity-check matrix,construction listed as 'Missing Construction'
7,73,16,no parity-check matrix,construction listed as 'Missing Construction'
7,73,17,no parity-check matrix,construction listed as 'Missing Construction'
7,73,18,no parity-check matrix,construction listed as 'Missing Construction'
7,73,19,no parity-check matrix,construction listed as 'Missing Construction'
7,73,20,no parity-check matrix,construction listed as 'Missing Construction'
7,73,21,no parity-check matrix,construction listed as 'Missing Construction'
7,73,22,no parity-check matrix,construction listed as 'Missing Construction'
7,73,23,no parity-check matrix,construction listed as 'Missing Construction'
7,73,24,no parity-check matrix,construction listed as 'Missing Construction'
7,73,25,no parity-check matrix,construction listed as 'Missing Construction'
7,73,26,no parity-check matrix,construction listed as 'Missing Construction'
7,73,27,no parity-check matrix,construction listed as 'Missing Construction'
7,73,28,no parity-check matrix,construction listed as 'Missing Construction'
7,73,29,no parity-check matrix,construction listed as 'Missing Construction'
7,73,30,no parity-check matrix,construction listed as 'Missing Construction'
7,73,31,no parity-check matrix,construction listed as 'Missing Construction'
7,73,32,no parity-check matrix,construction listed as 'Missing Construction'
7,73,33,no parity-check matrix,construction listed as 'Missing Construction'
7,73,34,no parity-check matrix,construction listed as 'Missing Construction'
7,73,35,no parity-check matrix,construction listed as 'Missing Construction'
7,73,36,no parity-check matrix,construction listed as 'Missing Construction'
7,73,37,no parity-check matrix,construction listed as 'Missing Construction'
7,73,38,no parity-check matrix,construction listed as 'Missing Construction'
7,73,39,no parity-check matrix,construction listed as 'Missing Construction'
7,73,40,no parity-check matrix,construction listed as 'Missing Construction'
7,73,41,no parity-check matrix,construction listed as 'Missing Construction'
7,73,73,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,74,0,no parity-check matrix,construction listed as 'Missing Construction'
7,74,1,no parity-check matrix,construction listed as 'Missing Construction'
7,74,2,no parity-check matrix,construction listed as 'Missing Construction'
7,74,3,no parity-check matrix,construction listed as 'Missing Construction'
7,74,4,no parity-check matrix,construction listed as 'Missing Construction'
7,74,5,no parity-check matrix,construction listed as 'Missing Construction'
7,74,6,no parity-check matrix,construction listed as 'Missing Construction'
7,74,7,no parity-check matrix,construction listed as 'Missing Construction'
7,74,8,no parity-check matrix,construction listed as 'Missing Construction'
7,74,9,no parity-check matrix,construction listed as 'Missing Construction'
7,74,10,no parity-check matrix,construction listed as 'Missing Construction'
7,74,11,no parity-check matrix,construction listed as 'Missing Construction'
7,74,12,no parity-check matrix,construction listed as 'Missing Construction'
7,74,13,no parity-check matrix,construction listed as 'Missing Construction'
7,74,14,no parity-check matrix,construction listed as 'Missing Construction'
7,74,15,no parity-check matrix,construction listed as 'Missing Construction'
7,74,16,no parity-check matrix,construction listed as 'Missing Construction'
7,74,17,no parity-check matrix,construction listed as 'Missing Construction'
7,74,18,no parity-check matrix,construction listed as 'Missing Construction'
7,74,19,no parity-check matrix,construction listed as 'Missing Construction'
7,74,20,no parity-check matrix,construction listed as 'Missing Construction'
7,74,21,no parity-check matrix,construction listed as 'Missing Construction'
7,74,22,no parity-check matrix,construction listed as 'Missing Construction'
7,74,23,no parity-check matrix,construction listed as 'Missing Construction'
7,74,24,no parity-check matrix,construction listed as 'Missing Construction'
7,74,25,no parity-check matrix,construction listed as 'Missing Construction'
7,74,26,no parity-check matrix,construction listed as 'Missing Construction'
7,74,27,no parity-check matrix,construction listed as 'Missing Construction'
7,74,28,no parity-check matrix,construction listed as 'Missing Construction'
7,74,29,no parity-check matrix,construction listed as 'Missing Construction'
7,74,30,no parity-check matrix,construction listed as 'Missing Construction'
7,74,31,no parity-check matrix,construction listed as 'Missing Construction'
7,74,32,no parity-check matrix,construction listed as 'Missing Construction'
7,74,33,no parity-check matrix,construction listed as 'Missing Construction'
7,74,34,no parity-check matrix,construction listed as 'Missing Construction'
7,74,35,no parity-check matrix,construction listed as 'Missing Construction'
7,74,36,no parity-check matrix,construction listed as 'Missing Construction'
7,74,37,no parity-check matrix,construction listed as 'Missing Construction'
7,74,38,no parity-check matrix,construction listed as 'Missing Construction'
7,74,39,no parity-check matrix,construction listed as 'Missing Construction'
7,74,40,no parity-check matrix,construction listed as 'Missing Construction'
7,74,41,no parity-check matrix,construction listed as 'Missing Construction'
7,74,42,no parity-check matrix,construction listed as 'Missing Construction'
7,74,74,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,75,0,no parity-check matrix,construction listed as 'Missing Construction'
7,75,1,no parity-check matrix,construction listed as 'Missing Construction'
7,75,2,no parity-check matrix,construction listed as 'Missing Construction'
7,75,3,no parity-check matrix,construction listed as 'Missing Construction'
7,75,4,no parity-check matrix,construction listed as 'Missing Construction'
7,75,5,no parity-check matrix,construction listed as 'Missing Construction'
7,75,6,no parity-check matrix,construction listed as 'Missing Construction'
7,75,7,no parity-check matrix,construction listed as 'Missing Construction'
7,75,8,no parity-check matrix,construction listed as 'Missing Construction'
7,75,9,no parity-check matrix,construction listed as 'Missing Construction'
7,75,10,no parity-check matrix,construction listed as 'Missing Construction'
7,75,11,no parity-check matrix,construction listed as 'Missing Construction'
7,75,12,no parity-check matrix,construction listed as 'Missing Construction'
7,75,13,no parity-check matrix,construction listed as 'Missing Construction'
7,75,14,no parity-check matrix,construction listed as 'Missing Construction'
7,75,15,no parity-check matrix,construction listed as 'Missing Construction'
7,75,16,no parity-check matrix,construction listed as 'Missing Construction'
7,75,17,no parity-check matrix,construction listed as 'Missing Construction'
7,75,18,no parity-check matrix,construction listed as 'Missing Construction'
7,75,19,no parity-check matrix,construction listed as 'Missing Construction'
7,75,20,no parity-check matrix,construction listed as 'Missing Construction'
7,75,21,no parity-check matrix,construction listed as 'Missing Construction'
7,75,22,no parity-check matrix,construction listed as 'Missing Construction'
7,75,23,no parity-check matrix,construction listed as 'Missing Construction'
7,75,24,no parity-check matrix,construction listed as 'Missing Construction'
7,75,25,no parity-check matrix,construction listed as 'Missing Construction'
7,75,26,no parity-check matrix,construction listed as 'Missing Construction'
7,75,27,no parity-check matrix,construction listed as 'Missing Construction'
7,75,28,no parity-check matrix,construction listed as 'Missing Construction'
7,75,29,no parity-check matrix,construction listed as 'Missing Construction'
7,75,30,no parity-check matrix,construction listed as 'Missing Construction'
7,75,31,no parity-check matrix,construction listed as 'Missing Construction'
7,75,32,no parity-check matrix,construction listed as 'Missing Construction'
7,75,33,no parity-check matrix,construction listed as 'Missing Construction'
7,75,34,no parity-check matrix,construction listed as 'Missing Construction'
7,75,35,no parity-check matrix,construction listed as 'Missing Construction'
7,75,36,no parity-check matrix,construction listed as 'Missing Construction'
7,75,37,no parity-check matrix,construction listed as 'Missing Construction'
7,75,38,no parity-check matrix,construction listed as 'Missing Construction'
7,75,39,no parity-check matrix,construction listed as 'Missing Construction'
7,75,40,no parity-check matrix,construction listed as 'Missing Construction'
7,75,41,no parity-check matrix,construction listed as 'Missing Construction'
7,75,42,no parity-check matrix,construction listed as 'Missing Construction'
7,75,43,no parity-check matrix,construction listed as 'Missing Construction'
7,75,75,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,76,0,no parity-check matrix,construction listed as 'Missing Construction'
7,76,1,no parity-check matrix,construction listed as 'Missing Construction'
7,76,2,no parity-check matrix,construction listed as 'Missing Construction'
7,76,3,no parity-check matrix,construction listed as 'Missing Construction'
7,76,4,no parity-check matrix,construction listed as 'Missing Construction'
7,76,5,no parity-check matrix,construction listed as 'Missing Construction'
7,76,6,no parity-check matrix,construction listed as 'Missing Construction'
7,76,7,no parity-check matrix,construction listed as 'Missing Construction'
7,76,8,no parity-check matrix,construction listed as 'Missing Construction'
7,76,9,no parity-check matrix,construction listed as 'Missing Construction'
7,76,10,no parity-check matrix,construction listed as 'Missing Construction'
7,76,11,no parity-check matrix,construction listed as 'Missing Construction'
7,76,12,no parity-check matrix,construction listed as 'Missing Construction'
7,76,13,no parity-check matrix,construction listed as 'Missing Construction'
7,76,14,no parity-check matrix,construction listed as 'Missing Construction'
7,76,15,no parity-check matrix,construction listed as 'Missing Construction'
7,76,16,no parity-check matrix,construction listed as 'Missing Construction'
7,76,17,no parity-check matrix,construction listed as 'Missing Construction'
7,76,18,no parity-check matrix,construction listed as 'Missing Construction'
7,76,19,no parity-check matrix,construction listed as 'Missing Construction'
7,76,20,no parity-check matrix,construction listed as 'Missing Construction'
7,76,21,no parity-check matrix,construction listed as 'Missing Construction'
7,76,22,no parity-check matrix,construction listed as 'Missing Construction'
7,76,23,no parity-check matrix,construction listed as 'Missing Construction'
7,76,24,no parity-check matrix,construction listed as 'Missing Construction'
7,76,25,no parity-check matrix,construction listed as 'Missing Construction'
7,76,26,no parity-check matrix,construction listed as 'Missing Construction'
7,76,27,no parity-check matrix,construction listed as 'Missing Construction'
7,76,28,no parity-check matrix,construction listed as 'Missing Construction'
7,76,29,no parity-check matrix,construction listed as 'Missing Construction'
7,76,30,no parity-check matrix,construction listed as 'Missing Construction'
7,76,31,no parity-check matrix,construction listed as 'Missing Construction'
7,76,32,no parity-check matrix,construction listed as 'Missing Construction'
7,76,33,no parity-check matrix,construction listed as 'Missing Construction'
7,76,34,no parity-check matrix,construction listed as 'Missing Construction'
7,76,35,no parity-check matrix,construction listed as 'Missing Construction'
7,76,36,no parity-check matrix,construction listed as 'Missing Construction'
7,76,37,no parity-check matrix,construction listed as 'Missing Construction'
7,76,38,no parity-check matrix,construction listed as 'Missing Construction'
7,76,39,no parity-check matrix,construction listed as 'Missing Construction'
7,76,40,no parity-check matrix,construction listed as 'Missing Construction'
7,76,41,no parity-check matrix,construction listed as 'Missing Construction'
7,76,42,no parity-check matrix,construction listed as 'Missing Construction'
7,76,43,no parity-check matrix,construction listed as 'Missing Construction'
7,76,76,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,77,0,no parity-check matrix,construction listed as 'Missing Construction'
7,77,1,no parity-check matrix,construction listed as 'Missing Construction'
7,77,2,no parity-check matrix,construction listed as 'Missing Construction'
7,77,3,no parity-check matrix,construction listed as 'Missing Construction'
7,77,4,no parity-check matrix,construction listed as 'Missing Construction'
7,77,5,no parity-check matrix,construction listed as 'Missing Construction'
7,77,6,no parity-check matrix,construction listed as 'Missing Construction'
7,77,7,no parity-check matrix,construction listed as 'Missing Construction'
7,77,8,no parity-check matrix,construction listed as 'Missing Construction'
7,77,9,no parity-check matrix,construction listed as 'Missing Construction'
7,77,10,no parity-check matrix,construction listed as 'Missing Construction'
7,77,11,no parity-check matrix,construction listed as 'Missing Construction'
7,77,12,no parity-check matrix,construction listed as 'Missing Construction'
7,77,13,no parity-check matrix,construction listed as 'Missing Construction'
7,77,14,no parity-check matrix,construction listed as 'Missing Construction'
7,77,15,no parity-check matrix,construction listed as 'Missing Construction'
7,77,16,no parity-check matrix,construction listed as 'Missing Construction'
7,77,17,no parity-check matrix,construction listed as 'Missing Construction'
7,77,18,no parity-check matrix,construction listed as 'Missing Construction'
7,77,19,no parity-check matrix,construction listed as 'Missing Construction'
7,77,20,no parity-check matrix,construction listed as 'Missing Construction'
7,77,21,no parity-check matrix,construction listed as 'Missing Construction'
7,77,22,no parity-check matrix,construction listed as 'Missing Construction'
7,77,23,no parity-check matrix,construction listed as 'Missing Construction'
7,77,24,no parity-check matrix,construction listed as 'Missing Construction'
7,77,25,no parity-check matrix,construction listed as 'Missing Construction'
7,77,26,no parity-check matrix,construction listed as 'Missing Construction'
7,77,27,no parity-check matrix,construction listed as 'Missing Construction'
7,77,28,no parity-check matrix,construction listed as 'Missing Construction'
7,77,29,no parity-check matrix,construction listed as 'Missing Construction'
7,77,30,no parity-check matrix,construction listed as 'Missing Construction'
7,77,31,no parity-check matrix,construction listed as 'Missing Construction'
7,77,32,no parity-check matrix,construction listed as 'Missing Construction'
7,77,33,no parity-check matrix,construction listed as 'Missing Construction'
7,77,34,no parity-check matrix,construction listed as 'Missing Construction'
7,77,35,no parity-check matrix,construction listed as 'Missing Construction'
7,77,36,no parity-check matrix,construction listed as 'Missing Construction'
7,77,37,no parity-check matrix,construction listed as 'Missing Construction'
7,77,38,no parity-check matrix,construction listed as 'Missing Construction'
7,77,39,no parity-check matrix,construction listed as 'Missing Construction'
7,77,40,no parity-check matrix,construction listed as 'Missing Construction'
7,77,41,no parity-check matrix,construction listed as 'Missing Construction'
7,77,42,no parity-check matrix,construction listed as 'Missing Construction'
7,77,43,no parity-check matrix,construction listed as 'Missing Construction'
7,77,77,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,78,0,no parity-check matrix,construction listed as 'Missing Construction'
7,78,1,no parity-check matrix,construction listed as 'Missing Construction'
7,78,2,no parity-check matrix,construction listed as 'Missing Construction'
7,78,3,no parity-check matrix,construction listed as 'Missing Construction'
7,78,4,no parity-check matrix,construction listed as 'Missing Construction'
7,78,5,no parity-check matrix,construction listed as 'Missing Construction'
7,78,6,no parity-check matrix,construction listed as 'Missing Construction'
7,78,7,no parity-check matrix,construction listed as 'Missing Construction'
7,78,8,no parity-check matrix,construction listed as 'Missing Construction'
7,78,9,no parity-check matrix,construction listed as 'Missing Construction'
7,78,10,no parity-check matrix,construction listed as 'Missing Construction'
7,78,11,no parity-check matrix,construction listed as 'Missing Construction'
7,78,12,no parity-check matrix,construction listed as 'Missing Construction'
7,78,13,no parity-check matrix,construction listed as 'Missing Construction'
7,78,14,no parity-check matrix,construction listed as 'Missing Construction'
7,78,15,no parity-check matrix,construction listed as 'Missing Construction'
7,78,16,no parity-check matrix,construction listed as 'Missing Construction'
7,78,17,no parity-check matrix,construction listed as 'Missing Construction'
7,78,18,no parity-check matrix,construction listed as 'Missing Construction'
7,78,19,no parity-check matrix,construction listed as 'Missing Construction'
7,78,20,no parity-check matrix,construction listed as 'Missing Construction'
7,78,21,no parity-check matrix,construction listed as 'Missing Construction'
7,78,22,no parity-check matrix,construction listed as 'Missing Construction'
7,78,23,no parity-check matrix,construction listed as 'Missing Construction'
7,78,24,no parity-check matrix,construction listed as 'Missing Construction'
7,78,25,no parity-check matrix,construction listed as 'Missing Construction'
7,78,26,no parity-check matrix,construction listed as 'Missing Construction'
7,78,27,no parity-check matrix,construction listed as 'Missing Construction'
7,78,28,no parity-check matrix,construction listed as 'Missing Construction'
7,78,29,no parity-check matrix,construction listed as 'Missing Construction'
7,78,30,no parity-check matrix,construction listed as 'Missing Construction'
7,78,31,no parity-check matrix,construction listed as 'Missing Construction'
7,78,32,no parity-check matrix,construction listed as 'Missing Construction'
7,78,33,no parity-check matrix,construction listed as 'Missing Construction'
7,78,34,no parity-check matrix,construction listed as 'Missing Construction'
7,78,35,no parity-check matrix,construction listed as 'Missing Construction'
7,78,36,no parity-check matrix,construction listed as 'Missing Construction'
7,78,37,no parity-check matrix,construction listed as 'Missing Construction'
7,78,38,no parity-check matrix,construction listed as 'Missing Construction'
7,78,39,no parity-check matrix,construction listed as 'Missing Construction'
7,78,40,no parity-check matrix,construction listed as 'Missing Construction'
7,78,41,no parity-check matrix,construction listed as 'Missing Construction'
7,78,42,no parity-check matrix,construction listed as 'Missing Construction'
7,78,43,no parity-check matrix,construction listed as 'Missing Construction'
7,78,44,no parity-check matrix,construction listed as 'Missing Construction'
7,78,78,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,79,0,no parity-check matrix,construction listed as 'Missing Construction'
7,79,1,no parity-check matrix,construction listed as 'Missing Construction'
7,79,2,no parity-check matrix,construction listed as 'Missing Construction'
7,79,3,no parity-check matrix,construction listed as 'Missing Construction'
7,79,4,no parity-check matrix,construction listed as 'Missing Construction'
7,79,5,no parity-check matrix,construction listed as 'Missing Construction'
7,79,6,no parity-check matrix,construction listed as 'Missing Construction'
7,79,7,no parity-check matrix,construction listed as 'Missing Construction'
7,79,8,no parity-check matrix,construction listed as 'Missing Construction'
7,79,9,no parity-check matrix,construction listed as 'Missing Construction'
7,79,10,no parity-check matrix,construction listed as 'Missing Construction'
7,79,11,no parity-check matrix,construction listed as 'Missing Construction'
7,79,12,no parity-check matrix,construction listed as 'Missing Construction'
7,79,13,no parity-check matrix,construction listed as 'Missing Construction'
7,79,14,no parity-check matrix,construction listed as 'Missing Construction'
7,79,15,no parity-check matrix,construction listed as 'Missing Construction'
7,79,16,no parity-check matrix,construction listed as 'Missing Construction'
7,79,17,no parity-check matrix,construction listed as 'Missing Construction'
7,79,18,no parity-check matrix,construction listed as 'Missing Construction'
7,79,19,no parity-check matrix,construction listed as 'Missing Construction'
7,79,20,no parity-check matrix,construction listed as 'Missing Construction'
7,79,21,no parity-check matrix,construction listed as 'Missing Construction'
7,79,22,no parity-check matrix,construction listed as 'Missing Construction'
7,79,23,no parity-check matrix,construction listed as 'Missing Construction'
7,79,24,no parity-check matrix,construction listed as 'Missing Construction'
7,79,25,no parity-check matrix,construction listed as 'Missing Construction'
7,79,26,no parity-check matrix,construction listed as 'Missing Construction'
7,79,27,no parity-check matrix,construction listed as 'Missing Construction'
7,79,28,no parity-check matrix,construction listed as 'Missing Construction'
7,79,29,no parity-check matrix,construction listed as 'Missing Construction'
7,79,30,no parity-check matrix,construction listed as 'Missing Construction'
7,79,31,no parity-check matrix,construction listed as 'Missing Construction'
7,79,32,no parity-check matrix,construction listed as 'Missing Construction'
7,79,33,no parity-check matrix,construction listed as 'Missing Construction'
7,79,34,no parity-check matrix,construction listed as 'Missing Construction'
7,79,35,no parity-check matrix,construction listed as 'Missing Construction'
7,79,36,no parity-check matrix,construction listed as 'Missing Construction'
7,79,37,no parity-check matrix,construction listed as 'Missing Construction'
7,79,38,no parity-check matrix,construction listed as 'Missing Construction'
7,79,39,no parity-check matrix,construction listed as 'Missing Construction'
7,79,40,no parity-check matrix,construction listed as 'Missing Construction'
7,79,41,no parity-check matrix,construction listed as 'Missing Construction'
7,79,42,no parity-check matrix,construction listed as 'Missing Construction'
7,79,43,no parity-check matrix,construction listed as 'Missing Construction'
7,79,44,no parity-check matrix,construction listed as 'Missing Construction'
7,79,45,no parity-check matrix,construction listed as 'Missing Construction'
7,79,79,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,80,0,no parity-check matrix,construction listed as 'Missing Construction'
7,80,1,no parity-check matrix,construction listed as 'Missing Construction'
7,80,2,no parity-check matrix,construction listed as 'Missing Construction'
7,80,3,no parity-check matrix,construction listed as 'Missing Construction'
7,80,4,no parity-check matrix,construction listed as 'Missing Construction'
7,80,5,no parity-check matrix,construction listed as 'Missing Construction'
7,80,6,no parity-check matrix,construction listed as 'Missing Construction'
7,80,7,no parity-check matrix,construction listed as 'Missing Construction'
7,80,8,no parity-check matrix,construction listed as 'Missing Construction'
7,80,9,no parity-check matrix,construction listed as 'Missing Construction'
7,80,10,no parity-check matrix,construction listed as 'Missing Construction'
7,80,11,no parity-check matrix,construction listed as 'Missing Construction'
7,80,12,no parity-check matrix,construction listed as 'Missing Construction'
7,80,13,no parity-check matrix,construction listed as 'Missing Construction'
7,80,14,no parity-check matrix,construction listed as 'Missing Construction'
7,80,15,no parity-check matrix,construction listed as 'Missing Construction'
7,80,16,no parity-check matrix,construction listed as 'Missing Construction'
7,80,17,no parity-check matrix,construction listed as 'Missing Construction'
7,80,18,no parity-check matrix,construction listed as 'Missing Construction'
7,80,19,no parity-check matrix,construction listed as 'Missing Construction'
7,80,20,no parity-check matrix,construction listed as 'Missing Construction'
7,80,21,no parity-check matrix,construction listed as 'Missing Construction'
7,80,22,no parity-check matrix,construction listed as 'Missing Construction'
7,80,23,no parity-check matrix,construction listed as 'Missing Construction'
7,80,24,no parity-check matrix,construction listed as 'Missing Construction'
7,80,25,no parity-check matrix,construction listed as 'Missing Construction'
7,80,26,no parity-check matrix,construction listed as 'Missing Construction'
7,80,27,no parity-check matrix,construction listed as 'Missing Construction'
7,80,28,no parity-check matrix,construction listed as 'Missing Construction'
7,80,29,no parity-check matrix,construction listed as 'Missing Construction'
7,80,30,no parity-check matrix,construction listed as 'Missing Construction'
7,80,31,no parity-check matrix,construction listed as 'Missing Construction'
7,80,32,no parity-check matrix,construction listed as 'Missing Construction'
7,80,33,no parity-check matrix,construction listed as 'Missing Construction'
7,80,34,no parity-check matrix,construction listed as 'Missing Construction'
7,80,35,no parity-check matrix,construction listed as 'Missing Construction'
7,80,36,no parity-check matrix,construction listed as 'Missing Construction'
7,80,37,no parity-check matrix,construction listed as 'Missing Construction'
7,80,38,no parity-check matrix,construction listed as 'Missing Construction'
7,80,39,no parity-check matrix,construction listed as 'Missing Construction'
7,80,40,no parity-check matrix,construction listed as 'Missing Construction'
7,80,41,no parity-check matrix,construction listed as 'Missing Construction'
7,80,42,no parity-check matrix,construction listed as 'Missing Construction'
7,80,43,no parity-check matrix,construction listed as 'Missing Construction'
7,80,44,no parity-check matrix,construction listed as 'Missing Construction'
7,80,45,no parity-check matrix,construction listed as 'Missing Construction'
7,80,46,no parity-check matrix,construction listed as 'Missing Construction'
7,80,80,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,81,0,no parity-check matrix,construction listed as 'Missing Construction'
7,81,1,no parity-check matrix,construction listed as 'Missing Construction'
7,81,2,no parity-check matrix,construction listed as 'Missing Construction'
7,81,3,no parity-check matrix,construction listed as 'Missing Construction'
7,81,4,no parity-check matrix,construction listed as 'Missing Construction'
7,81,5,no parity-check matrix,construction listed as 'Missing Construction'
7,81,6,no parity-check matrix,construction listed as 'Missing Construction'
7,81,7,no parity-check matrix,construction listed as 'Missing Construction'
7,81,8,no parity-check matrix,construction listed as 'Missing Construction'
7,81,9,no parity-check matrix,construction listed as 'Missing Construction'
7,81,10,no parity-check matrix,construction listed as 'Missing Construction'
7,81,11,no parity-check matrix,construction listed as 'Missing Construction'
7,81,12,no parity-check matrix,construction listed as 'Missing Construction'
7,81,13,no parity-check matrix,construction listed as 'Missing Construction'
7,81,14,no parity-check matrix,construction listed as 'Missing Construction'
7,81,15,no parity-check matrix,construction listed as 'Missing Construction'
7,81,16,no parity-check matrix,construction listed as 'Missing Construction'
7,81,17,no parity-check matrix,construction listed as 'Missing Construction'
7,81,18,no parity-check matrix,construction listed as 'Missing Construction'
7,81,19,no parity-check matrix,construction listed as 'Missing Construction'
7,81,20,no parity-check matrix,construction listed as 'Missing Construction'
7,81,21,no parity-check matrix,construction listed as 'Missing Construction'
7,81,22,no parity-check matrix,construction listed as 'Missing Construction'
7,81,23,no parity-check matrix,construction listed as 'Missing Construction'
7,81,24,no parity-check matrix,construction listed as 'Missing Construction'
7,81,25,no parity-check matrix,construction listed as 'Missing Construction'
7,81,26,no parity-check matrix,construction listed as 'Missing Construction'
7,81,27,no parity-check matrix,construction listed as 'Missing Construction'
7,81,28,no parity-check matrix,construction listed as 'Missing Construction'
7,81,29,no parity-check matrix,construction listed as 'Missing Construction'
7,81,30,no parity-check matrix,construction listed as 'Missing Construction'
7,81,31,no parity-check matrix,construction listed as 'Missing Construction'
7,81,32,no parity-check matrix,construction listed as 'Missing Construction'
7,81,33,no parity-check matrix,construction listed as 'Missing Construction'
7,81,34,no parity-check matrix,construction listed as 'Missing Construction'
7,81,35,no parity-check matrix,construction listed as 'Missing Construction'
7,81,36,no parity-check matrix,construction listed as 'Missing Construction'
7,81,37,no parity-check matrix,construction listed as 'Missing Construction'
7,81,38,no parity-check matrix,construction listed as 'Missing Construction'
7,81,39,no parity-check matrix,construction listed as 'Missing Construction'
7,81,40,no parity-check matrix,construction listed as 'Missing Construction'
7,81,41,no parity-check matrix,construction listed as 'Missing Construction'
7,81,42,no parity-check matrix,construction listed as 'Missing Construction'
7,81,43,no parity-check matrix,construction listed as 'Missing Construction'
7,81,44,no parity-check matrix,construction listed as 'Missing Construction'
7,81,45,no parity-check matrix,construction listed as 'Missing Construction'
7,81,81,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,82,0,no parity-check matrix,construction listed as 'Missing Construction'
7,82,1,no parity-check matrix,construction listed as 'Missing Construction'
7,82,2,no parity-check matrix,construction listed as 'Missing Construction'
7,82,3,no parity-check matrix,construction listed as 'Missing Construction'
7,82,4,no parity-check matrix,construction listed as 'Missing Construction'
7,82,5,no parity-check matrix,construction listed as 'Missing Construction'
7,82,6,no parity-check matrix,construction listed as 'Missing Construction'
7,82,7,no parity-check matrix,construction listed as 'Missing Construction'
7,82,8,no parity-check matrix,construction listed as 'Missing Construction'
7,82,9,no parity-check matrix,construction listed as 'Missing Construction'
7,82,10,no parity-check matrix,construction listed as 'Missing Construction'
7,82,11,no parity-check matrix,construction listed as 'Missing Construction'
7,82,12,no parity-check matrix,construction listed as 'Missing Construction'
7,82,13,no parity-check matrix,construction listed as 'Missing Construction'
7,82,14,no parity-check matrix,construction listed as 'Missing Construction'
7,82,15,no parity-check matrix,construction listed as 'Missing Construction'
7,82,16,no parity-check matrix,construction listed as 'Missing Construction'
7,82,17,no parity-check matrix,construction listed as 'Missing Construction'
7,82,18,no parity-check matrix,construction listed as 'Missing Construction'
7,82,19,no parity-check matrix,construction listed as 'Missing Construction'
7,82,20,no parity-check matrix,construction listed as 'Missing Construction'
7,82,21,no parity-check matrix,construction listed as 'Missing Construction'
7,82,22,no parity-check matrix,construction listed as 'Missing Construction'
7,82,23,no parity-check matrix,construction listed as 'Missing Construction'
7,82,24,no parity-check matrix,construction listed as 'Missing Construction'
7,82,25,no parity-check matrix,construction listed as 'Missing Construction'
7,82,26,no parity-check matrix,construction listed as 'Missing Construction'
7,82,27,no parity-check matrix,construction listed as 'Missing Construction'
7,82,28,no parity-check matrix,construction listed as 'Missing Construction'
7,82,29,no parity-check matrix,construction listed as 'Missing Construction'
7,82,30,no parity-check matrix,construction listed as 'Missing Construction'
7,82,31,no parity-check matrix,construction listed as 'Missing Construction'
7,82,32,no parity-check matrix,construction listed as 'Missing Construction'
7,82,33,no parity-check matrix,construction listed as 'Missing Construction'
7,82,34,no parity-check matrix,construction listed as 'Missing Construction'
7,82,35,no parity-check matrix,construction listed as 'Missing Construction'
7,82,36,no parity-check matrix,construction listed as 'Missing Construction'
7,82,37,no parity-check matrix,construction listed as 'Missing Construction'
7,82,38,no parity-check matrix,construction listed as 'Missing Construction'
7,82,39,no parity-check matrix,construction listed as 'Missing Construction'
7,82,40,no parity-check matrix,construction listed as 'Missing Construction'
7,82,41,no parity-check matrix,construction listed as 'Missing Construction'
7,82,42,no parity-check matrix,construction listed as 'Missing Construction'
7,82,43,no parity-check matrix,construction listed as 'Missing Construction'
7,82,44,no parity-check matrix,construction listed as 'Missing Construction'
7,82,45,no parity-check matrix,construction listed as 'Missing Construction'
7,82,46,no parity-check matrix,construction listed as 'Missing Construction'
7,82,82,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,83,0,no parity-check matrix,construction listed as 'Missing Construction'
7,83,1,no parity-check matrix,construction listed as 'Missing Construction'
7,83,2,no parity-check matrix,construction listed as 'Missing Construction'
7,83,3,no parity-check matrix,construction listed as 'Missing Construction'
7,83,4,no parity-check matrix,construction listed as 'Missing Construction'
